x,y,label
0.12013069089470828,-0.44010020220147267,1
-0.6042620495322402,-0.78047208732556,0
-0.9951243343823739,0.3819124223781048,0
0.30006251219321445,-0.9035163131569083,0
0.7401926388946902,0.6693336789482144,0
-0.4414084435880177,0.18329787045689488,1
0.20829858564864362,-0.9985514464017613,0
-0.009635639080954904,-0.4382822412969036,1
-1.0141533798998283,-0.3074930571407524,0
-0.2358412929810861,0.5262868094390492,1
0.23547556974998327,-0.9641653211385228,0
0.39571855573125664,-0.9416731320666856,0
-0.4936065213188709,0.22880731016345224,1
-0.9768904852486106,0.19467458851373604,0
-0.9653953401190462,-0.08817568066170492,0
-0.4755789893002277,0.19309106907382334,1
1.0143828548192995,0.07658612461949285,0
0.23199923147023474,0.4345407628707733,1
0.9954664034884957,0.10675148786447641,0
-0.9644388631191014,-0.0851606057221511,0
0.28768667407869736,0.3327565665165243,1
0.4165005242813562,0.3648960996592712,1
-0.42988697582061014,-0.04930899911786009,1
-0.44337107875536585,0.16800990337145214,1
-0.4645448582506603,0.06637272360528472,1
-0.12782535151690516,0.47027150545185176,1
-0.5422575604057261,-0.9076304903832311,0
-0.09001100500984854,-1.0425623426531008,0
0.18244485999060153,0.4844378860530013,1
0.4407314696566298,-0.3370565792850292,1
0.8045064252665804,0.7510980379927564,0
-0.2693872580343285,-0.4005103594798832,1
-0.013011387396092488,0.49983275086407886,1
0.3882426334628631,-0.41410972389387857,1
-0.840607634384162,-0.6192998813599779,0
0.31272444162666413,-0.3517920319748753,1
-0.2752851192647655,-0.8882430552860289,0
-1.0058719535237224,-0.014804543651473767,0
-0.05859924090616387,0.49507343291762324,1
-0.6316285599078199,-0.7298637561969944,0
-0.9777837153789917,-0.215530728120907,0
-0.348841021407132,0.29302144477442005,1
-0.5431667973556606,-0.3061342844028047,1
-0.3857417589589051,-0.3618363903049832,1
-0.5083336319924763,-0.773362761849012,0
-0.4946386566488725,-0.7943571523504186,0
-0.36340171780937874,0.34986604273947836,1
-0.05709538734524933,0.4607510585760011,1
-0.4133429586640445,-0.35116109233475884,1
-0.13353706590884412,0.8551671806870305,0
-0.4588029136651199,0.017888757762067997,1
0.3848567231323478,-0.34685060455270317,1
-0.31081194042311894,-0.439452275409876,1
-0.15248511883930663,-0.5690853001388263,1
0.38305701303510403,-0.893514928360704,0
1.058550589044006,-0.035756594655825466,0
0.4564477475091074,-0.06929815078315198,1
0.9157261261245639,0.4709017169369597,0
-0.6452407440675145,0.6718458345052165,0
0.20614017040534668,-1.0359486592844989,0
0.5538926368523587,-0.8885513656494195,0
-0.473149187449963,0.028072793179758332,1
0.2694700943826431,0.33731335103969257,1
-0.5487681609848722,0.7712412334175187,0
0.4630281050554664,-0.18697654195351004,1
-0.892883264313621,0.3920634227916811,0
-0.4751104135341966,-0.8662232003116215,0
0.7235286442890112,0.7509809149753126,0
-0.6819204228530491,0.7920658315496355,0
-0.4802536967675114,-0.30190980046568516,1
0.09926816207543242,-0.4626997450902526,1
0.2491179748715615,-0.4490595473399914,1
-0.5139971461507838,0.8920665932864703,0
-0.6267959531104297,0.7640352704361456,0
0.6884791514130347,-0.6108067004739446,0
0.36380708521389254,0.9604606657302938,0
-0.09524824279520262,0.49781485802905534,1
0.15822647787766211,-0.43501424734684296,1
0.19413504015139785,-0.9601682272049619,0
0.552813703779315,-0.08189180164127424,1
0.27128461173158147,0.33173381440876926,1
-0.11764747739021421,0.4729048303153715,1
-1.0014638022654068,0.058427022885633464,0
0.45229118596901274,0.867372628036134,0
-1.0578202411467699,0.0012944401443766695,0
0.9600406493251203,-0.43128278970987804,0
0.18594852079442387,-0.5487399405801612,1
-0.00047029777655067245,-0.5228113219360877,1
-0.9778184022446018,-0.11757571545794583,0
0.49087286152485826,-0.2663259220498652,1
-0.7025221730839903,-0.7581195541221323,0
-0.22462259245622093,-0.4462614456469416,1
-0.017080398463470415,-1.0464753916780631,0
-0.2693335076668789,-1.0031200739712884,0
0.5490811846113444,0.8890371985020251,0
0.7505768373560889,0.8108752230395274,0
0.38193388010451484,-0.23826603141950678,1
0.2913322979577105,-0.408565041301565,1
-0.5140564056678981,-0.12341585041212916,1
-0.028199671356132452,0.9795237622979887,0
0.31555731281377164,0.41185471792503225,1
0.6074508873967117,-0.7677123971704461,0
-0.6771239080234092,0.7504253246078666,0
0.024275811131693414,1.0386670853965356,0
-0.31989892089407734,0.4885432794619503,1
0.03197297705860363,0.47657681829926724,1
-0.28318551440343837,0.2311909826232905,1
0.41360424554139186,-0.2784546910204801,1
-0.27741171786411367,-1.0048579513818727,0
0.15746138647727698,-0.3377370617072633,1
0.3135879874440299,-0.3591600856461658,1
0.7006146106547588,0.8154384073727685,0
0.21050908093515247,-0.3888200548805888,1
-0.0022676710416967404,-0.5358665105095598,1
0.5248800339128188,-0.37165349535610137,1
-0.5337032486509758,0.14123847667587242,1
0.012498043886641858,-0.5626651425791355,1
0.023526669565254385,-0.5009006880870567,1
0.35678520553949034,0.99520823672634,0
0.41982029881282684,-0.20495158875134317,1
0.05038778944530389,-0.5468208516041988,1
-0.7494289787392882,-0.6591342593607992,0
-0.06548629149289213,-1.0339079681362446,0
-0.4426113713930187,0.006427792416781791,1
-0.1474425813499234,0.4448740745737184,1
-0.4133307602079801,-0.4458384696214085,1
0.08724992836111933,0.48385723214555143,1
-0.39152404880949415,-0.16617316337492755,1
-0.9710632033565844,0.2929478809391623,0
-0.6883324909513779,-0.6745452383402308,0
0.464017204984948,0.08821499484987097,1
-0.9473410387508884,-0.31445208445252676,0
0.9989740670743723,0.3859206432930602,0
0.1935147930089534,0.45768755711333153,1
-0.24256926960777309,0.3572832782854782,1
0.8208476697744981,-0.46424921894495164,0
-0.2894654128687242,0.9766802894388951,0
0.9300565937473492,0.3413017764243941,0
-0.28974743812447046,-0.3911532872293154,1
0.5233924148712222,-0.9265828152940975,0
0.6989101646701944,-0.7621277810429901,0
-0.4742619938762946,0.10692184067993557,1
-0.22098522082031852,0.3892342801782274,1
0.9885001247793223,0.059137410170315985,0
0.5820520725486741,0.05789476549398211,1
-0.9181368753807413,-0.37745741032474983,0
-0.5229201726544327,-0.014742779416280261,1
-0.23723732508487425,0.4139646697923849,1
0.2266254713233994,0.972123324114825,0
-0.1535463325207625,0.509370202976729,1
0.4393195004532181,0.20306056018532062,1
0.6337037769383924,-0.739481913527744,0
0.6291933563081281,-0.8058502694729076,0
0.4113193147180901,0.23779453510903426,1
0.16751447646634113,-0.41931575295992557,1
-0.4306337718307554,1.0209318678458654,0
0.18699725750221077,0.5083833468365153,1
